row_id,trip_id,station_name,event_type,scheduled_time,actual_time,delay_seconds,day_of_week,hour_of_day,service_date,punctuality_status,delay_bucket,peak_status,day_type
1915,1|60885|1|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 08:38:00,2025-01-26 08:38:00,0.0,0,8,2025-01-26,punctual,on_time,morning_peak,weekend
1916,1|60855|3|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 08:39:00,2025-01-26 08:32:00,-420.0,0,8,2025-01-26,early,more_than_5min_early,morning_peak,weekend
1917,1|60855|3|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 08:39:00,2025-01-26 08:32:00,-420.0,0,8,2025-01-26,early,more_than_5min_early,morning_peak,weekend
1918,1|60885|3|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 08:48:00,2025-01-26 08:48:00,0.0,0,8,2025-01-26,punctual,on_time,morning_peak,weekend
1919,1|60855|3|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 08:48:00,2025-01-26 08:41:00,-420.0,0,8,2025-01-26,early,more_than_5min_early,morning_peak,weekend
1920,1|60855|3|86|26012025,Antonplatz (Berlin),departure,2025-01-26 08:48:00,2025-01-26 08:41:00,-420.0,0,8,2025-01-26,early,more_than_5min_early,morning_peak,weekend
1921,1|60885|3|86|26012025,Antonplatz (Berlin),departure,2025-01-26 08:48:00,2025-01-26 08:48:00,0.0,0,8,2025-01-26,punctual,on_time,morning_peak,weekend
1922,1|60885|2|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 08:48:00,2025-01-26 08:49:00,60.0,0,8,2025-01-26,punctual,on_time,morning_peak,weekend
1923,1|60885|2|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 08:48:00,2025-01-26 08:49:00,60.0,0,8,2025-01-26,punctual,on_time,morning_peak,weekend
1924,1|60855|4|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 08:49:00,2025-01-26 08:49:00,0.0,0,8,2025-01-26,punctual,on_time,morning_peak,weekend
1925,1|60855|4|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 08:49:00,2025-01-26 08:49:00,0.0,0,8,2025-01-26,punctual,on_time,morning_peak,weekend
1926,1|60885|4|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 08:58:00,2025-01-26 09:00:00,120.0,0,8,2025-01-26,late,1_to_5min_late,morning_peak,weekend
1927,1|60855|4|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 08:58:00,2025-01-26 08:58:00,0.0,0,8,2025-01-26,punctual,on_time,morning_peak,weekend
1928,1|60855|4|86|26012025,Antonplatz (Berlin),departure,2025-01-26 08:58:00,2025-01-26 08:58:00,0.0,0,8,2025-01-26,punctual,on_time,morning_peak,weekend
1929,1|60885|4|86|26012025,Antonplatz (Berlin),departure,2025-01-26 08:58:00,2025-01-26 09:00:00,120.0,0,8,2025-01-26,late,1_to_5min_late,morning_peak,weekend
1930,1|60885|3|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 08:58:00,2025-01-26 08:58:00,0.0,0,8,2025-01-26,punctual,on_time,morning_peak,weekend
1931,1|60885|3|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 08:58:00,2025-01-26 08:58:00,0.0,0,8,2025-01-26,punctual,on_time,morning_peak,weekend
1932,1|60855|5|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 08:59:00,2025-01-26 08:36:00,-1380.0,0,8,2025-01-26,early,more_than_5min_early,morning_peak,weekend
1933,1|60855|5|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 08:59:00,2025-01-26 08:36:00,-1380.0,0,8,2025-01-26,early,more_than_5min_early,morning_peak,weekend
1934,1|60885|5|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 09:08:00,2025-01-26 09:11:00,180.0,0,9,2025-01-26,late,1_to_5min_late,morning_peak,weekend
1935,1|60855|5|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 09:08:00,2025-01-26 09:08:00,0.0,0,9,2025-01-26,punctual,on_time,morning_peak,weekend
1936,1|60885|5|86|26012025,Antonplatz (Berlin),departure,2025-01-26 09:08:00,2025-01-26 09:11:00,180.0,0,9,2025-01-26,late,1_to_5min_late,morning_peak,weekend
1937,1|60855|5|86|26012025,Antonplatz (Berlin),departure,2025-01-26 09:08:00,2025-01-26 09:08:00,0.0,0,9,2025-01-26,punctual,on_time,morning_peak,weekend
1938,1|60885|4|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 09:08:00,2025-01-26 09:10:00,120.0,0,9,2025-01-26,late,1_to_5min_late,morning_peak,weekend
1939,1|60885|4|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 09:08:00,2025-01-26 09:10:00,120.0,0,9,2025-01-26,late,1_to_5min_late,morning_peak,weekend
1940,1|60856|0|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 09:10:00,2025-01-26 09:06:00,-240.0,0,9,2025-01-26,early,1_to_5min_early,morning_peak,weekend
1941,1|60856|0|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 09:10:00,2025-01-26 09:06:00,-240.0,0,9,2025-01-26,early,1_to_5min_early,morning_peak,weekend
1942,1|60885|5|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 09:18:00,2025-01-26 09:21:00,180.0,0,9,2025-01-26,late,1_to_5min_late,morning_peak,weekend
1943,1|60885|5|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 09:18:00,2025-01-26 09:21:00,180.0,0,9,2025-01-26,late,1_to_5min_late,morning_peak,weekend
1944,1|60856|0|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 09:19:00,2025-01-26 09:15:00,-240.0,0,9,2025-01-26,early,1_to_5min_early,morning_peak,weekend
1945,1|60856|0|86|26012025,Antonplatz (Berlin),departure,2025-01-26 09:19:00,2025-01-26 09:15:00,-240.0,0,9,2025-01-26,early,1_to_5min_early,morning_peak,weekend
1946,1|60886|0|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 09:22:00,2025-01-26 09:22:00,0.0,0,9,2025-01-26,punctual,on_time,morning_peak,weekend
1947,1|60886|0|86|26012025,Antonplatz (Berlin),departure,2025-01-26 09:22:00,2025-01-26 09:22:00,0.0,0,9,2025-01-26,punctual,on_time,morning_peak,weekend
1948,1|60866|0|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 09:24:00,2025-01-26 09:24:00,0.0,0,9,2025-01-26,punctual,on_time,morning_peak,weekend
1949,1|60866|0|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 09:24:00,2025-01-26 09:24:00,0.0,0,9,2025-01-26,punctual,on_time,morning_peak,weekend
1950,1|60886|0|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 09:32:00,2025-01-26 09:33:00,60.0,0,9,2025-01-26,punctual,on_time,morning_peak,weekend
1951,1|60886|0|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 09:32:00,2025-01-26 09:33:00,60.0,0,9,2025-01-26,punctual,on_time,morning_peak,weekend
1952,1|60902|0|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 09:34:00,2025-01-26 09:32:00,-120.0,0,9,2025-01-26,early,1_to_5min_early,morning_peak,weekend
1953,1|60866|0|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 09:34:00,2025-01-26 09:35:00,60.0,0,9,2025-01-26,punctual,on_time,morning_peak,weekend
1954,1|60902|0|86|26012025,Antonplatz (Berlin),departure,2025-01-26 09:34:00,2025-01-26 09:32:00,-120.0,0,9,2025-01-26,early,1_to_5min_early,morning_peak,weekend
1955,1|60866|0|86|26012025,Antonplatz (Berlin),departure,2025-01-26 09:34:00,2025-01-26 09:35:00,60.0,0,9,2025-01-26,punctual,on_time,morning_peak,weekend
1956,1|60866|1|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 09:34:00,2025-01-26 09:34:00,0.0,0,9,2025-01-26,punctual,on_time,morning_peak,weekend
1957,1|60866|1|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 09:34:00,2025-01-26 09:34:00,0.0,0,9,2025-01-26,punctual,on_time,morning_peak,weekend
1958,1|60866|1|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 09:44:00,2025-01-26 09:44:00,0.0,0,9,2025-01-26,punctual,on_time,morning_peak,weekend
1959,1|60902|1|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 09:44:00,2025-01-26 09:41:00,-180.0,0,9,2025-01-26,early,1_to_5min_early,morning_peak,weekend
1960,1|60902|1|86|26012025,Antonplatz (Berlin),departure,2025-01-26 09:44:00,2025-01-26 09:41:00,-180.0,0,9,2025-01-26,early,1_to_5min_early,morning_peak,weekend
1961,1|60866|1|86|26012025,Antonplatz (Berlin),departure,2025-01-26 09:44:00,2025-01-26 09:44:00,0.0,0,9,2025-01-26,punctual,on_time,morning_peak,weekend
1962,1|60866|2|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 09:44:00,2025-01-26 09:37:00,-420.0,0,9,2025-01-26,early,more_than_5min_early,morning_peak,weekend
1963,1|60902|0|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 09:44:00,2025-01-26 09:42:00,-120.0,0,9,2025-01-26,early,1_to_5min_early,morning_peak,weekend
1964,1|60902|0|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 09:44:00,2025-01-26 09:42:00,-120.0,0,9,2025-01-26,early,1_to_5min_early,morning_peak,weekend
1965,1|60866|2|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 09:44:00,2025-01-26 09:37:00,-420.0,0,9,2025-01-26,early,more_than_5min_early,morning_peak,weekend
1966,1|60902|2|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 09:54:00,2025-01-26 09:54:00,0.0,0,9,2025-01-26,punctual,on_time,morning_peak,weekend
1967,1|60866|2|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 09:54:00,2025-01-26 09:47:00,-420.0,0,9,2025-01-26,early,more_than_5min_early,morning_peak,weekend
1968,1|60866|2|86|26012025,Antonplatz (Berlin),departure,2025-01-26 09:54:00,2025-01-26 09:47:00,-420.0,0,9,2025-01-26,early,more_than_5min_early,morning_peak,weekend
1969,1|60902|2|86|26012025,Antonplatz (Berlin),departure,2025-01-26 09:54:00,2025-01-26 09:54:00,0.0,0,9,2025-01-26,punctual,on_time,morning_peak,weekend
1970,1|60902|1|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 09:54:00,2025-01-26 09:51:00,-180.0,0,9,2025-01-26,early,1_to_5min_early,morning_peak,weekend
1971,1|60866|3|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 09:54:00,2025-01-26 09:37:00,-1020.0,0,9,2025-01-26,early,more_than_5min_early,morning_peak,weekend
1972,1|60866|3|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 09:54:00,2025-01-26 09:37:00,-1020.0,0,9,2025-01-26,early,more_than_5min_early,morning_peak,weekend
1973,1|60902|1|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 09:54:00,2025-01-26 09:51:00,-180.0,0,9,2025-01-26,early,1_to_5min_early,morning_peak,weekend
1974,1|60866|3|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 10:04:00,2025-01-26 10:03:00,-60.0,0,10,2025-01-26,punctual,1_to_5min_early,off_peak,weekend
1975,1|60902|3|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 10:04:00,2025-01-26 10:04:00,0.0,0,10,2025-01-26,punctual,on_time,off_peak,weekend
1976,1|60866|3|86|26012025,Antonplatz (Berlin),departure,2025-01-26 10:04:00,2025-01-26 10:03:00,-60.0,0,10,2025-01-26,punctual,1_to_5min_early,off_peak,weekend
1977,1|60902|3|86|26012025,Antonplatz (Berlin),departure,2025-01-26 10:04:00,2025-01-26 10:04:00,0.0,0,10,2025-01-26,punctual,on_time,off_peak,weekend
1978,1|60902|2|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 10:04:00,2025-01-26 10:03:00,-60.0,0,10,2025-01-26,punctual,1_to_5min_early,off_peak,weekend
1979,1|60866|4|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 10:04:00,2025-01-26 10:03:00,-60.0,0,10,2025-01-26,punctual,1_to_5min_early,off_peak,weekend
1980,1|60902|2|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 10:04:00,2025-01-26 10:03:00,-60.0,0,10,2025-01-26,punctual,1_to_5min_early,off_peak,weekend
1981,1|60866|4|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 10:04:00,2025-01-26 10:03:00,-60.0,0,10,2025-01-26,punctual,1_to_5min_early,off_peak,weekend
1982,1|60866|4|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 10:14:00,2025-01-26 10:13:00,-60.0,0,10,2025-01-26,punctual,1_to_5min_early,off_peak,weekend
1983,1|60902|4|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 10:14:00,2025-01-26 10:14:00,0.0,0,10,2025-01-26,punctual,on_time,off_peak,weekend
1984,1|60902|4|86|26012025,Antonplatz (Berlin),departure,2025-01-26 10:14:00,2025-01-26 10:14:00,0.0,0,10,2025-01-26,punctual,on_time,off_peak,weekend
1985,1|60866|4|86|26012025,Antonplatz (Berlin),departure,2025-01-26 10:14:00,2025-01-26 10:13:00,-60.0,0,10,2025-01-26,punctual,1_to_5min_early,off_peak,weekend
1986,1|60902|3|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 10:14:00,2025-01-26 10:14:00,0.0,0,10,2025-01-26,punctual,on_time,off_peak,weekend
1987,1|60866|5|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 10:14:00,2025-01-26 10:06:00,-480.0,0,10,2025-01-26,early,more_than_5min_early,off_peak,weekend
1988,1|60866|5|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 10:14:00,2025-01-26 10:06:00,-480.0,0,10,2025-01-26,early,more_than_5min_early,off_peak,weekend
1989,1|60902|3|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 10:14:00,2025-01-26 10:14:00,0.0,0,10,2025-01-26,punctual,on_time,off_peak,weekend
1990,1|60902|5|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 10:24:00,2025-01-26 10:24:00,0.0,0,10,2025-01-26,punctual,on_time,off_peak,weekend
1991,1|60866|5|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 10:24:00,2025-01-26 10:16:00,-480.0,0,10,2025-01-26,early,more_than_5min_early,off_peak,weekend
1992,1|60902|5|86|26012025,Antonplatz (Berlin),departure,2025-01-26 10:24:00,2025-01-26 10:24:00,0.0,0,10,2025-01-26,punctual,on_time,off_peak,weekend
1993,1|60866|5|86|26012025,Antonplatz (Berlin),departure,2025-01-26 10:24:00,2025-01-26 10:16:00,-480.0,0,10,2025-01-26,early,more_than_5min_early,off_peak,weekend
1994,1|60902|4|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 10:24:00,2025-01-26 10:24:00,0.0,0,10,2025-01-26,punctual,on_time,off_peak,weekend
1995,1|60866|6|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 10:24:00,2025-01-26 10:06:00,-1080.0,0,10,2025-01-26,early,more_than_5min_early,off_peak,weekend
1996,1|60902|4|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 10:24:00,2025-01-26 10:24:00,0.0,0,10,2025-01-26,punctual,on_time,off_peak,weekend
1997,1|60866|6|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 10:24:00,2025-01-26 10:06:00,-1080.0,0,10,2025-01-26,early,more_than_5min_early,off_peak,weekend
1998,1|60902|6|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 10:34:00,2025-01-26 10:32:00,-120.0,0,10,2025-01-26,early,1_to_5min_early,off_peak,weekend
1999,1|60866|6|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 10:34:00,2025-01-26 10:33:00,-60.0,0,10,2025-01-26,punctual,1_to_5min_early,off_peak,weekend
2000,1|60866|6|86|26012025,Antonplatz (Berlin),departure,2025-01-26 10:34:00,2025-01-26 10:33:00,-60.0,0,10,2025-01-26,punctual,1_to_5min_early,off_peak,weekend
2001,1|60902|6|86|26012025,Antonplatz (Berlin),departure,2025-01-26 10:34:00,2025-01-26 10:32:00,-120.0,0,10,2025-01-26,early,1_to_5min_early,off_peak,weekend
2002,1|60902|5|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 10:34:00,2025-01-26 10:35:00,60.0,0,10,2025-01-26,punctual,on_time,off_peak,weekend
2003,1|60866|7|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 10:34:00,2025-01-26 10:32:00,-120.0,0,10,2025-01-26,early,1_to_5min_early,off_peak,weekend
2004,1|60902|5|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 10:34:00,2025-01-26 10:35:00,60.0,0,10,2025-01-26,punctual,on_time,off_peak,weekend
2005,1|60866|7|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 10:34:00,2025-01-26 10:32:00,-120.0,0,10,2025-01-26,early,1_to_5min_early,off_peak,weekend
2006,1|60866|7|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 10:44:00,2025-01-26 10:42:00,-120.0,0,10,2025-01-26,early,1_to_5min_early,off_peak,weekend
2007,1|60902|7|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 10:44:00,2025-01-26 10:45:00,60.0,0,10,2025-01-26,punctual,on_time,off_peak,weekend
2008,1|60902|7|86|26012025,Antonplatz (Berlin),departure,2025-01-26 10:44:00,2025-01-26 10:45:00,60.0,0,10,2025-01-26,punctual,on_time,off_peak,weekend
2009,1|60866|7|86|26012025,Antonplatz (Berlin),departure,2025-01-26 10:44:00,2025-01-26 10:42:00,-120.0,0,10,2025-01-26,early,1_to_5min_early,off_peak,weekend
2010,1|60866|8|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 10:44:00,2025-01-26 10:36:00,-480.0,0,10,2025-01-26,early,more_than_5min_early,off_peak,weekend
2011,1|60902|6|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 10:44:00,2025-01-26 10:42:00,-120.0,0,10,2025-01-26,early,1_to_5min_early,off_peak,weekend
2012,1|60902|6|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 10:44:00,2025-01-26 10:42:00,-120.0,0,10,2025-01-26,early,1_to_5min_early,off_peak,weekend
2013,1|60866|8|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 10:44:00,2025-01-26 10:36:00,-480.0,0,10,2025-01-26,early,more_than_5min_early,off_peak,weekend
2014,1|60866|8|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 10:54:00,2025-01-26 10:46:00,-480.0,0,10,2025-01-26,early,more_than_5min_early,off_peak,weekend
2015,1|60902|8|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 10:54:00,2025-01-26 10:54:00,0.0,0,10,2025-01-26,punctual,on_time,off_peak,weekend
2016,1|60902|8|86|26012025,Antonplatz (Berlin),departure,2025-01-26 10:54:00,2025-01-26 10:54:00,0.0,0,10,2025-01-26,punctual,on_time,off_peak,weekend
2017,1|60866|8|86|26012025,Antonplatz (Berlin),departure,2025-01-26 10:54:00,2025-01-26 10:46:00,-480.0,0,10,2025-01-26,early,more_than_5min_early,off_peak,weekend
2018,1|60866|9|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 10:54:00,2025-01-26 10:36:00,-1080.0,0,10,2025-01-26,early,more_than_5min_early,off_peak,weekend
2019,1|60902|7|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 10:54:00,2025-01-26 10:55:00,60.0,0,10,2025-01-26,punctual,on_time,off_peak,weekend
2020,1|60902|7|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 10:54:00,2025-01-26 10:55:00,60.0,0,10,2025-01-26,punctual,on_time,off_peak,weekend
2021,1|60866|9|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 10:54:00,2025-01-26 10:36:00,-1080.0,0,10,2025-01-26,early,more_than_5min_early,off_peak,weekend
2022,1|60866|9|86|26012025,Antonplatz (Berlin),departure,2025-01-26 11:04:00,2025-01-26 11:04:00,0.0,0,11,2025-01-26,punctual,on_time,off_peak,weekend
2023,1|60902|9|86|26012025,Antonplatz (Berlin),departure,2025-01-26 11:04:00,2025-01-26 11:04:00,0.0,0,11,2025-01-26,punctual,on_time,off_peak,weekend
2024,1|60902|8|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 11:04:00,2025-01-26 11:06:00,120.0,0,11,2025-01-26,late,1_to_5min_late,off_peak,weekend
2025,1|60866|10|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 11:04:00,2025-01-26 11:03:00,-60.0,0,11,2025-01-26,punctual,1_to_5min_early,off_peak,weekend
2026,1|60866|10|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 11:04:00,2025-01-26 11:03:00,-60.0,0,11,2025-01-26,punctual,1_to_5min_early,off_peak,weekend
2027,1|60902|8|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 11:04:00,2025-01-26 11:06:00,120.0,0,11,2025-01-26,late,1_to_5min_late,off_peak,weekend
2028,1|60902|10|86|26012025,Antonplatz (Berlin),departure,2025-01-26 11:14:00,2025-01-26 11:15:00,60.0,0,11,2025-01-26,punctual,on_time,off_peak,weekend
2029,1|60866|10|86|26012025,Antonplatz (Berlin),departure,2025-01-26 11:14:00,2025-01-26 11:13:00,-60.0,0,11,2025-01-26,punctual,1_to_5min_early,off_peak,weekend
2030,1|60866|11|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 11:14:00,2025-01-26 11:06:00,-480.0,0,11,2025-01-26,early,more_than_5min_early,off_peak,weekend
2031,1|60902|9|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 11:14:00,2025-01-26 11:14:00,0.0,0,11,2025-01-26,punctual,on_time,off_peak,weekend
2032,1|60902|9|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 11:14:00,2025-01-26 11:14:00,0.0,0,11,2025-01-26,punctual,on_time,off_peak,weekend
2033,1|60866|11|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 11:14:00,2025-01-26 11:06:00,-480.0,0,11,2025-01-26,early,more_than_5min_early,off_peak,weekend
2034,1|60902|11|86|26012025,Antonplatz (Berlin),departure,2025-01-26 11:24:00,2025-01-26 11:24:00,0.0,0,11,2025-01-26,punctual,on_time,off_peak,weekend
2035,1|60866|11|86|26012025,Antonplatz (Berlin),departure,2025-01-26 11:24:00,2025-01-26 11:16:00,-480.0,0,11,2025-01-26,early,more_than_5min_early,off_peak,weekend
2036,1|60866|12|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 11:24:00,2025-01-26 11:06:00,-1080.0,0,11,2025-01-26,early,more_than_5min_early,off_peak,weekend
2037,1|60902|10|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 11:24:00,2025-01-26 11:25:00,60.0,0,11,2025-01-26,punctual,on_time,off_peak,weekend
2038,1|60902|10|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 11:24:00,2025-01-26 11:25:00,60.0,0,11,2025-01-26,punctual,on_time,off_peak,weekend
2039,1|60866|12|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 11:24:00,2025-01-26 11:06:00,-1080.0,0,11,2025-01-26,early,more_than_5min_early,off_peak,weekend
2040,1|60866|12|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 11:34:00,2025-01-26 11:34:00,0.0,0,11,2025-01-26,punctual,on_time,off_peak,weekend
2041,1|60902|12|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 11:34:00,2025-01-26 11:36:00,120.0,0,11,2025-01-26,late,1_to_5min_late,off_peak,weekend
2042,1|60902|12|86|26012025,Antonplatz (Berlin),departure,2025-01-26 11:34:00,2025-01-26 11:36:00,120.0,0,11,2025-01-26,late,1_to_5min_late,off_peak,weekend
2043,1|60866|12|86|26012025,Antonplatz (Berlin),departure,2025-01-26 11:34:00,2025-01-26 11:34:00,0.0,0,11,2025-01-26,punctual,on_time,off_peak,weekend
2044,1|60866|13|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 11:34:00,2025-01-26 11:33:00,-60.0,0,11,2025-01-26,punctual,1_to_5min_early,off_peak,weekend
2045,1|60902|11|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 11:34:00,2025-01-26 11:36:00,120.0,0,11,2025-01-26,late,1_to_5min_late,off_peak,weekend
2046,1|60902|11|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 11:34:00,2025-01-26 11:36:00,120.0,0,11,2025-01-26,late,1_to_5min_late,off_peak,weekend
2047,1|60866|13|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 11:34:00,2025-01-26 11:33:00,-60.0,0,11,2025-01-26,punctual,1_to_5min_early,off_peak,weekend
2048,1|60902|13|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 11:44:00,2025-01-26 11:44:00,0.0,0,11,2025-01-26,punctual,on_time,off_peak,weekend
2049,1|60866|13|86|26012025,Antonplatz (Berlin),arrival,2025-01-26 11:44:00,2025-01-26 11:43:00,-60.0,0,11,2025-01-26,punctual,1_to_5min_early,off_peak,weekend
2050,1|60902|13|86|26012025,Antonplatz (Berlin),departure,2025-01-26 11:44:00,2025-01-26 11:44:00,0.0,0,11,2025-01-26,punctual,on_time,off_peak,weekend
2051,1|60866|13|86|26012025,Antonplatz (Berlin),departure,2025-01-26 11:44:00,2025-01-26 11:43:00,-60.0,0,11,2025-01-26,punctual,1_to_5min_early,off_peak,weekend
2052,1|60902|12|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 11:44:00,2025-01-26 11:46:00,120.0,0,11,2025-01-26,late,1_to_5min_late,off_peak,weekend
2053,1|60866|14|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),arrival,2025-01-26 11:44:00,2025-01-26 11:36:00,-480.0,0,11,2025-01-26,early,more_than_5min_early,off_peak,weekend
2054,1|60902|12|86|26012025,Schönhauser Allee/Bornholmer Str. (Berlin),departure,2025-01-26 11:44:00,2025-01-26 11:46:00,120.0,0,11,2025-01-26,late,1_to_5min_late,off_peak,weekend
